"Selitveno gibanje prebivalstva po: STATISTIÈNA REGIJA, LETO , MERITVE"

"SLOVENIJA"
" ";"1995"
" ";" ";"Selitveni prirast s tujino - Skupaj";-281
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-436
" ";"2011"
" ";" ";"Selitveni prirast s tujino - Skupaj";228
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-105
" ";"2012"
" ";" ";"Selitveni prirast s tujino - Skupaj";242
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-474
" ";"2013"
" ";" ";"Selitveni prirast s tujino - Skupaj";551
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-1123
" ";"2014"
" ";" ";"Selitveni prirast s tujino - Skupaj";-172
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-306
" ";"2015"
" ";" ";"Selitveni prirast s tujino - Skupaj";152
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";162
" ";"2016"
" ";" ";"Selitveni prirast s tujino - Skupaj";300
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";80
" ";"2017"
" ";" ";"Selitveni prirast s tujino - Skupaj";154
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";60
"Zasavska"
" ";"1995"
" ";" ";"Selitveni prirast s tujino - Skupaj";33
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-43
" ";"1996"
" ";" ";"Selitveni prirast s tujino - Skupaj";10
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";54
" ";"1997"
" ";" ";"Selitveni prirast s tujino - Skupaj";8
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";66
" ";"1998"
" ";" ";"Selitveni prirast s tujino - Skupaj";-6
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";13
" ";"1999"
" ";" ";"Selitveni prirast s tujino - Skupaj";29
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-3
" ";"2000"
" ";" ";"Selitveni prirast s tujino - Skupaj";29
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";0
" ";"2001"
" ";" ";"Selitveni prirast s tujino - Skupaj";70
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-73
" ";"2002"
" ";" ";"Selitveni prirast s tujino - Skupaj";-1
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-61
" ";"2003"
" ";" ";"Selitveni prirast s tujino - Skupaj";42
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-87
" ";"2004"
" ";" ";"Selitveni prirast s tujino - Skupaj";-26
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-83
" ";"2005"
" ";" ";"Selitveni prirast s tujino - Skupaj";96
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-66
" ";"2006"
" ";" ";"Selitveni prirast s tujino - Skupaj";10
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-87
" ";"2007"
" ";" ";"Selitveni prirast s tujino - Skupaj";102
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-118
" ";"2008"
" ";" ";"Selitveni prirast s tujino - Skupaj";242
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-205
" ";"2009"
" ";" ";"Selitveni prirast s tujino - Skupaj";178
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-392
" ";"2010"
" ";" ";"Selitveni prirast s tujino - Skupaj";-42
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-380
" ";"2011"
" ";" ";"Selitveni prirast s tujino - Skupaj";-20
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-211
" ";"2012"
" ";" ";"Selitveni prirast s tujino - Skupaj";1
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-356
" ";"2013"
" ";" ";"Selitveni prirast s tujino - Skupaj";-76
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-335
" ";"2014"
" ";" ";"Selitveni prirast s tujino - Skupaj";-83
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-155
" ";"2015"
" ";" ";"Selitveni prirast s tujino - Skupaj";-25
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-227
" ";"2016"
" ";" ";"Selitveni prirast s tujino - Skupaj";-63
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-17
" ";"2017"
" ";" ";"Selitveni prirast s tujino - Skupaj";-84
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-77
"Posavska"
" ";"1995"
" ";" ";"Selitveni prirast s tujino - Skupaj";81
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";0
" ";"1996"
" ";" ";"Selitveni prirast s tujino - Skupaj";32
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";1
" ";"1997"
" ";" ";"Selitveni prirast s tujino - Skupaj";14
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-14
" ";"1998"
" ";" ";"Selitveni prirast s tujino - Skupaj";20
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";47
" ";"1999"
" ";" ";"Selitveni prirast s tujino - Skupaj";93
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-15
" ";"2000"
" ";" ";"Selitveni prirast s tujino - Skupaj";210
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-19
" ";"2001"
" ";" ";"Selitveni prirast s tujino - Skupaj";100
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";52
" ";"2002"
" ";" ";"Selitveni prirast s tujino - Skupaj";152
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";42
" ";"2003"
" ";" ";"Selitveni prirast s tujino - Skupaj";270
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-22
" ";"2004"
" ";" ";"Selitveni prirast s tujino - Skupaj";77
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-42
" ";"2005"
" ";" ";"Selitveni prirast s tujino - Skupaj";236
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";71
" ";"2006"
" ";" ";"Selitveni prirast s tujino - Skupaj";229
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";29
" ";"2007"
" ";" ";"Selitveni prirast s tujino - Skupaj";352
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";44
" ";"2008"
" ";" ";"Selitveni prirast s tujino - Skupaj";711
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-448
" ";"2009"
" ";" ";"Selitveni prirast s tujino - Skupaj";259
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-76
" ";"2010"
" ";" ";"Selitveni prirast s tujino - Skupaj";-20
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";51
" ";"2011"
" ";" ";"Selitveni prirast s tujino - Skupaj";20
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";43
" ";"2012"
" ";" ";"Selitveni prirast s tujino - Skupaj";71
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";57
" ";"2013"
" ";" ";"Selitveni prirast s tujino - Skupaj";55
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-237
" ";"2014"
" ";" ";"Selitveni prirast s tujino - Skupaj";-39
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";104
" ";"2015"
" ";" ";"Selitveni prirast s tujino - Skupaj";23
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";106
" ";"2016"
" ";" ";"Selitveni prirast s tujino - Skupaj";-4
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-30
" ";"2017"
" ";" ";"Selitveni prirast s tujino - Skupaj";-72
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-74
"Jugovzhodna Slovenija"
" ";"1995"
" ";" ";"Selitveni prirast s tujino - Skupaj";118
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";53
" ";"1996"
" ";" ";"Selitveni prirast s tujino - Skupaj";35
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";91
" ";"1997"
" ";" ";"Selitveni prirast s tujino - Skupaj";41
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";79
" ";"1998"
" ";" ";"Selitveni prirast s tujino - Skupaj";-93
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";61
" ";"1999"
" ";" ";"Selitveni prirast s tujino - Skupaj";113
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";172
" ";"2000"
" ";" ";"Selitveni prirast s tujino - Skupaj";70
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";108
" ";"2001"
" ";" ";"Selitveni prirast s tujino - Skupaj";42
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";61
" ";"2002"
" ";" ";"Selitveni prirast s tujino - Skupaj";127
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";8
" ";"2003"
" ";" ";"Selitveni prirast s tujino - Skupaj";196
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";85
" ";"2004"
" ";" ";"Selitveni prirast s tujino - Skupaj";148
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";80
" ";"2005"
" ";" ";"Selitveni prirast s tujino - Skupaj";480
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";70
" ";"2006"
" ";" ";"Selitveni prirast s tujino - Skupaj";405
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";19
" ";"2007"
" ";" ";"Selitveni prirast s tujino - Skupaj";1007
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-88
" ";"2008"
" ";" ";"Selitveni prirast s tujino - Skupaj";1447
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-147
" ";"2009"
" ";" ";"Selitveni prirast s tujino - Skupaj";728
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";25
" ";"2010"
